DAUID,Median_income_2020,Population_2021,Total_households
35360312,65000,400,175
35360313,82000,744,265
35360314,103000,530,190
35360315,,249,95
35360316,61600,800,310
35360317,119000,908,310
35360318,,247,100
35360319,105000,312,125
35360321,108000,428,150
35360322,79500,455,195
35360324,73000,474,220
35360326,37600,720,430
35360328,57600,487,210
35360330,46400,424,200
35360331,50000,502,250
35360332,40000,549,260
35360333,49200,481,210
35360334,51200,467,220
35360335,56400,409,190
35360336,61600,465,185
35360338,72000,451,205
35360339,79500,647,255
35360340,94000,485,205
35360341,113000,293,115
35360342,131000,736,260
35360343,81000,414,180
35360345,89000,485,160
35360346,73500,438,180
35360347,88000,418,160
35360348,85000,584,230
35360349,,206,100
35360350,75000,450,230
35360352,88000,518,180
35360353,81000,378,145
35360354,78000,398,145
35360357,58800,521,260
35360358,82000,621,235
35360359,73500,770,320
35360360,54400,662,320
35360361,54400,515,210
35360362,43600,561,250
35360363,70000,532,255
35360364,70500,541,245
35360365,,152,30
35360366,65000,655,260
35360367,,92,35
35360368,72500,325,145
35360371,51600,597,295
35360372,,65,35
35360373,40800,546,290
35360375,,29,
35360377,57600,490,195
35360379,67000,354,165
35360380,63600,279,125
35360381,,168,90
35360382,86000,592,245
35360383,,36,
35360384,,99,40
35360385,88000,353,140
35360386,67000,349,170
35360388,90000,271,105
35360389,,57,20
35360391,98000,256,85
35360392,58800,350,150
35360393,,194,85
35360394,,193,70
35360395,,0,
35360396,87000,255,105
35360397,56000,418,180
35360398,,10,
35360399,73500,473,195
35360400,,30,
35360401,,200,90
35360402,70500,293,140
35360404,,82,40
35360406,,42,15
35360407,,99,45
35360408,94000,694,255
35360409,,104,20
35360410,93000,1023,450
35360411,43600,493,325
35360412,42000,414,200
35360414,,218,90
35360415,,15,
35360416,101000,308,130
35360417,75500,419,160
35360419,81000,399,165
35360420,,212,105
35360422,64000,415,190
35360423,,17,
35360424,,180,65
35360425,,270,100
35360430,86000,514,210
35360432,,223,80
35360433,,70,30
35360434,,158,95
35360435,70500,270,105
35360436,97000,297,110
35360437,,148,45
35360438,66500,403,185
35360439,70000,419,145
35360442,86000,341,130
35360444,,147,50
35360448,,20,
35360449,,141,45
35360450,111000,733,175
35360453,85000,530,200
35360454,,133,50
35360455,105000,345,115
35360456,95000,355,135
35360457,,58,25
35360458,,25,
35360459,94000,379,155
35360460,,47,15
35360461,,194,80
35360462,,126,50
35360463,60000,330,160
35360464,,156,60
35360465,,157,55
35360466,123000,337,125
35360467,,203,80
35360468,,220,75
35360469,108000,274,80
35360470,94000,309,125
35360471,,310,55
35360472,,202,75
35360474,,84,40
35360475,,245,105
35360476,,218,95
35360477,97000,373,180
35360478,97000,578,230
35360479,,68,20
35360481,101000,267,110
35360482,,70,25
35360483,103000,425,170
35360484,,103,40
35360485,,5,
35360486,54800,377,140
35360487,51200,274,100
35360488,,169,75
35360489,,43,20
35360490,82000,356,135
35360491,,35,
35360492,91000,345,125
35360493,137000,329,90
35360494,,231,80
35360495,,219,85
35360496,,107,40
35360497,135000,263,90
35360498,81000,351,165
35360499,,110,55
35360500,56800,376,170
35360501,,173,85
35360502,,163,60
35360503,,147,65
35360504,,78,40
35360505,,238,95
35360506,,15,
35360507,,85,40
35360508,95000,328,150
35360509,,91,40
35360510,81000,424,170
35360511,,10,
35370050,95000,293,110
35370051,97000,602,215
35370052,102000,439,150
35370053,87000,297,105
35370054,58800,623,295
35370055,100000,502,180
35370056,95000,770,260
35370057,100000,686,225
35370059,50400,637,275
35370060,41600,521,205
35370061,95000,671,215
35370062,102000,464,155
35370063,91000,376,125
35370064,96000,391,140
35370065,110000,339,110
35370066,95000,480,170
35370073,69000,1432,535
35370074,,116,35
35370075,44800,841,310
35370076,57200,924,390
35370077,43600,815,370
35370078,51600,523,245
35370079,70500,326,150
35370080,46800,660,375
35370081,54400,485,180
35370082,72500,518,200
35370083,52400,549,280
35370086,66500,366,175
35370087,71000,313,140
35370088,74000,339,140
35370089,73500,274,135
35370090,79000,405,185
35370091,52400,609,230
35370092,60800,515,215
35370093,76000,639,270
35370094,81000,441,205
35370095,81000,506,225
35370096,124000,481,195
35370097,105000,450,200
35370098,63200,597,275
35370099,65000,1292,690
35370100,82000,468,185
35370101,70500,568,270
35370102,56400,427,210
35370103,61600,546,210
35370104,75000,509,200
35370105,75500,537,225
35370106,65000,711,260
35370108,71500,828,365
35370109,82000,494,195
35370110,76500,417,185
35370111,73000,485,210
35370112,68500,489,235
35370113,55600,435,215
35370114,69000,419,195
35370115,77000,432,190
35370116,46400,424,210
35370117,75000,417,195
35370118,64000,474,225
35370119,86000,509,200
35370120,71500,481,210
35370121,77500,655,270
35370122,87000,379,175
35370123,66500,491,260
35370128,80000,720,295
35370129,68000,489,180
35370130,91000,468,170
35370131,45200,586,235
35370134,94000,797,280
35370135,96000,580,215
35370136,56800,449,230
35370137,68000,701,275
35370138,81000,403,170
35370139,90000,375,160
35370140,92000,362,140
35370141,77000,334,125
35370143,101000,1168,380
35370144,98000,629,205
35370145,83000,574,215
35370146,89000,1626,530
35370147,66500,560,240
35370148,94000,767,235
35370149,78500,691,220
35370150,58400,652,230
35370151,110000,505,210
35370152,123000,437,180
35370153,95000,411,185
35370154,89000,322,155
35370155,86000,433,180
35370156,83000,390,185
35370157,71500,491,210
35370158,105000,472,205
35370159,62800,690,295
35370160,70500,570,295
35370161,68000,413,205
35370162,106000,389,170
35370163,60400,787,380
35370164,59600,372,180
35370165,63600,557,235
35370166,45200,601,325
35370167,32800,523,340
35370168,44000,409,220
35370169,84000,503,210
35370170,67000,483,200
35370171,74000,541,230
35370172,67000,530,195
35370173,52000,492,290
35370174,61200,529,230
35370175,45200,623,325
35370176,74000,436,175
35370177,55200,463,225
35370178,67000,375,160
35370179,56000,589,270
35370180,59600,437,190
35370181,48000,476,230
35370182,42000,674,330
35370183,46000,447,190
35370184,41600,522,260
35370185,38800,500,210
35370186,48800,575,245
35370187,47600,386,210
35370188,54800,417,165
35370189,67000,536,270
35370190,32800,423,205
35370191,45200,702,420
35370192,43200,698,355
35370193,50400,494,350
35370194,64000,495,285
35370195,37200,393,185
35370196,25800,554,445
35370197,24000,551,360
35370198,46800,474,185
35370199,47200,549,215
35370200,37200,466,195
35370201,42400,521,205
35370202,52800,502,205
35370203,43200,511,200
35370204,41200,403,190
35370205,44000,444,205
35370206,24200,515,390
35370207,22400,566,440
35370208,44000,345,195
35370209,28200,511,305
35370210,52400,726,295
35370211,54800,687,295
35370212,56400,599,255
35370213,50800,527,235
35370214,54000,436,185
35370215,48400,502,185
35370216,60400,507,190
35370217,44400,525,195
35370218,54000,450,215
35370219,57200,453,195
35370220,64500,413,205
35370221,62000,568,315
35370222,61600,446,230
35370223,78000,465,195
35370224,70500,458,175
35370225,64000,385,175
35370226,58000,446,200
35370227,70500,405,185
35370228,61600,490,230
35370229,67000,449,195
35370230,61200,509,245
35370231,65000,411,185
35370232,73500,436,180
35370233,58400,577,245
35370234,50400,453,210
35370235,51600,498,225
35370236,56000,553,240
35370237,62000,582,240
35370238,52000,593,255
35370239,61200,563,240
35370240,76000,569,275
35370241,100000,489,215
35370242,62800,404,205
35370243,115000,445,210
35370244,33600,429,195
35370245,55600,632,275
35370246,57200,615,285
35370247,54000,504,230
35370248,60800,397,180
35370249,65000,396,175
35370250,65000,429,190
35370251,66500,538,220
35370252,68500,405,190
35370253,66000,397,170
35370254,67500,375,175
35370255,60400,485,220
35370256,60800,480,190
35370257,71500,417,185
35370258,76000,363,160
35370259,59200,507,265
35370260,76500,412,170
35370261,58000,397,205
35370262,58800,475,215
35370263,53200,335,215
35370264,67500,399,155
35370266,50400,1269,895
35370267,48000,691,315
35370268,46400,579,380
35370269,83000,469,220
35370270,98000,352,145
35370271,96000,483,200
35370272,87000,452,175
35370273,86000,418,190
35370274,79000,629,270
35370275,88000,383,175
35370276,60800,485,255
35370277,81000,776,345
35370278,51200,332,210
35370279,,10,
35370284,78500,555,240
35370285,56800,469,265
35370286,87000,468,200
35370287,74500,461,235
35370288,60400,709,390
35370289,100000,407,165
35370290,100000,590,225
35370291,94000,776,290
35370292,55600,870,385
35370293,58400,962,445
35370294,62800,647,240
35370295,65500,283,110
35370296,73500,518,215
35370297,99000,564,230
35370298,99000,502,200
35370299,105000,432,160
35370300,70500,536,255
35370304,51600,440,250
35370305,44400,390,165
35370306,48000,565,285
35370307,47200,482,215
35370308,49600,524,260
35370309,33600,490,310
35370310,54000,569,230
35370311,44800,626,265
35370312,44000,594,260
35370313,45600,528,245
35370314,,244,110
35370315,40800,524,225
35370316,46000,523,230
35370317,36000,369,210
35370318,36400,422,245
35370319,44800,469,220
35370320,38800,450,220
35370321,43200,463,255
35370322,58000,523,205
35370323,52400,528,225
35370324,59200,416,115
35370325,54800,536,170
35370326,26800,557,285
35370327,69500,305,100
35370328,50000,478,205
35370329,58800,459,190
35370330,57600,438,200
35370331,64500,519,235
35370332,61600,535,255
35370333,74000,535,225
35370334,76500,464,175
35370335,78500,608,245
35370336,74000,439,195
35370337,,226,100
35370338,78000,607,210
35370339,57600,942,380
35370340,87000,529,175
35370341,72500,519,175
35370342,65500,497,155
35370343,67500,511,200
35370344,47200,636,325
35370345,60400,465,180
35370346,53200,558,205
35370347,55600,463,160
35370348,41600,521,265
35370349,61600,476,185
35370350,54000,628,270
35370351,56800,545,240
35370352,44800,312,130
35370353,54800,553,235
35370354,50800,560,255
35370355,53200,523,210
35370356,48400,606,210
35370357,56000,511,155
35370358,,244,85
35370359,61600,601,180
35370360,110000,1638,465
35370361,105000,361,120
35370362,102000,520,180
35370363,,239,105
35370364,93000,531,210
35370365,108000,451,175
35370366,101000,372,140
35370367,95000,513,200
35370368,106000,332,135
35370369,106000,744,280
35370370,87000,400,160
35370371,94000,646,255
35370372,88000,289,110
35370373,79500,1326,430
35370374,113000,640,245
35370375,112000,420,160
35370376,137000,1040,360
35370377,91000,1155,415
35370381,126000,488,155
35370383,96000,871,320
35370384,108000,508,175
35370385,94000,462,175
35370386,87000,547,235
35370387,100000,411,175
35370388,74500,663,310
35370389,122000,459,150
35370390,87000,426,185
35370391,84000,604,230
35370392,108000,371,145
35370393,96000,418,165
35370394,117000,548,180
35370395,123000,826,270
35370396,89000,762,300
35370397,98000,440,145
35370398,103000,1097,310
35370413,98000,590,280
35370414,57600,397,175
35370415,59200,570,195
35370416,50800,565,165
35370519,107000,438,170
35370521,152000,880,275
35370522,138000,569,195
35370523,145000,584,195
35370524,97000,579,235
35370525,119000,1422,400
35370543,67500,520,205
35370544,71000,511,205
35370545,67500,452,195
35370546,65000,466,205
35370547,81000,423,125
35370548,94000,497,170
35370553,70000,761,445
35370554,55600,1737,1160
35370555,93000,971,460
35370556,96000,689,260
35370557,84000,574,230
35370558,91000,610,245
35370559,105000,620,250
35370560,109000,1706,645
35370561,107000,663,265
35370562,100000,537,205
35370563,122000,738,260
35370564,110000,1745,620
35370565,88000,647,255
35370566,98000,496,185
35370567,116000,403,140
35370568,67500,588,285
35370569,68000,412,195
35370570,102000,536,185
35370571,90000,402,185
35370572,98000,374,155
35370573,129000,536,175
35370574,128000,1472,440
35370575,111000,377,140
35370576,99000,580,205
35370577,106000,617,245
35370578,133000,3430,1020
35370579,144000,3611,1090
35370580,114000,774,240
35370581,146000,725,260
35370582,113000,566,235
35370583,155000,1011,305
35370584,148000,636,200
35370585,190000,535,205
35370586,180000,1255,385
35370587,172000,695,240
35370588,60400,563,290
35370589,137000,2030,605
35370590,138000,747,250
35370591,147000,455,170
35370592,127000,602,235
35370593,141000,562,205
35370594,115000,561,230
35370595,96000,1175,560
35370596,134000,447,150
35370597,142000,467,165
35370598,116000,537,200
35370599,120000,512,185
35370600,115000,643,245
35370601,119000,596,210
35370602,129000,503,185
35370603,104000,490,195
35370604,106000,575,225
35370605,116000,837,310
35370606,121000,630,240
35370607,112000,855,355
35370608,111000,421,160
35370609,75500,644,295
35370610,73500,492,260
35370611,95000,479,200
35370612,106000,863,300
35370613,125000,416,135
35370614,128000,502,175
35370615,99000,488,200
35370616,132000,1007,335
35370617,139000,973,325
35370618,118000,897,325
35370619,115000,1139,365
35370620,66500,449,215
35370621,114000,569,200
35370622,152000,866,285
35370623,127000,652,220
35370624,134000,495,170
35370625,119000,505,185
35370626,117000,523,180
35370627,99000,511,190
35370628,107000,413,150
35370629,102000,474,165
35370630,123000,532,185
35370631,102000,778,275
35370632,111000,889,300
35370633,104000,546,210
35370634,92000,301,130
35370635,102000,438,130
35370636,106000,469,190
35370637,110000,518,195
35370638,90000,999,380
35370639,40000,534,300
35370640,84000,573,160
35370641,81000,617,270
35370642,101000,471,195
35370643,101000,703,260
35370644,143000,506,170
35370645,77000,391,135
35370646,108000,693,225
35370647,82000,538,235
35370648,81000,698,285
35370649,55600,1008,505
35370650,107000,858,310
35370651,114000,519,190
35370652,96000,518,205
35370653,118000,574,210
35370654,122000,890,315
35370655,91000,919,245
35370656,66000,730,275
35370658,110000,872,235
35370659,114000,1637,415
35370660,83000,1144,375
35370661,97000,578,185
35370662,162000,498,155
35370663,158000,459,160
35370664,112000,987,310
35370665,127000,665,220
35370666,129000,886,285
35370667,121000,1411,395
35370668,102000,499,190
35370670,126000,358,115
35370671,107000,2281,805
35370672,106000,415,145
35370673,98000,333,125
35370674,123000,707,215
35370675,147000,741,190
35370676,142000,572,190
35370677,112000,347,125
35370678,156000,1058,350
35370681,166000,376,125
35370682,138000,582,200
35370683,164000,1043,320
35370684,178000,821,255
35370685,139000,457,165
35370686,116000,557,220
35370687,128000,434,155
35370688,148000,885,275
35370689,105000,529,220
35370690,119000,771,255
35370691,122000,1422,470
35370692,102000,528,240
35370693,143000,377,130
35370694,125000,511,160
35370695,100000,467,190
35370696,65000,412,220
35370697,92000,485,210
35370698,108000,683,245
35370699,150000,488,160
35370700,126000,565,200
35370701,125000,582,205
35370702,129000,634,220
35370703,119000,453,165
35370704,104000,1125,415
35370705,135000,455,150
35370706,129000,664,220
35370707,143000,852,280
35370708,119000,470,170
35370709,133000,853,300
35370710,88000,500,205
35370711,98000,633,255
35370712,160000,1866,580
35370713,106000,512,185
35370714,127000,583,210
35370715,118000,712,270
35370716,71000,729,310
35370717,58800,403,215
35370718,76000,825,250
35370719,104000,622,235
35370720,106000,451,180
35370721,116000,502,180
35370722,101000,1079,420
35370723,104000,455,165
35370724,102000,577,215
35370725,95000,702,260
35370726,91000,440,165
35370727,90000,454,175
35370728,74000,529,215
35370729,77000,582,260
35370730,62400,524,235
35370731,54000,527,220
35370732,47200,448,300
35370733,61600,595,335
35370734,89000,506,190
35370735,46400,654,340
35370736,62400,590,250
35370737,88000,578,235
35370738,103000,497,185
35370739,102000,1121,445
35370740,93000,444,185
35370741,127000,486,170
35370743,142000,651,215
35370744,134000,778,280
35370745,116000,835,320
35370746,133000,517,165
35370747,103000,387,145
35370748,102000,528,195
35370750,104000,550,210
35370751,98000,649,280
35370752,108000,639,250
35370753,79500,834,365
35370754,98000,766,320
35370755,73000,566,225
35370756,99000,496,180
35370757,93000,494,190
35370758,73500,520,220
35370759,91000,577,225
35370760,94000,825,325
35370761,144000,765,260
35370762,115000,432,145
35370763,102000,423,150
35370764,90000,505,205
35370765,98000,1161,450
35370766,80000,618,315
35370767,100000,389,150
35370768,91000,1032,395
35370769,95000,414,170
35370770,89000,415,170
35370771,71000,487,225
35370772,76500,640,265
35370773,82000,567,215
35370774,101000,661,260
35370775,81000,999,380
35370776,60800,445,200
35370777,90000,695,285
35370778,75000,791,370
35370779,70500,540,235
35370780,97000,486,175
35370781,110000,425,120
35370782,89000,446,160
35370783,88000,422,150
35370784,104000,708,180
35370785,91000,359,90
35370786,90000,284,95
35370787,66500,472,180
35370788,66500,530,200
35370789,60800,591,210
35370790,64500,421,175
35370791,75000,471,145
35370792,76500,429,145
35370793,66500,472,180
35370794,85000,503,185
35370795,55200,490,225
35370796,79500,449,180
35370797,82000,1244,400
35370798,63200,605,205
35370799,81000,666,180
35370800,94000,816,260
35370801,68500,496,215
35370802,54800,706,280
35370803,88000,590,175
35370804,77500,518,165
35370805,87000,1090,365
35370806,87000,633,210
35370807,90000,748,280
35370808,65000,1013,410
35370809,59200,573,305
35370810,90000,965,395
35370811,87000,558,265
35370812,92000,538,195
35370813,107000,822,360
35370814,93000,729,235
35370815,83000,373,120
35370816,107000,639,190
35370817,109000,800,190
35370818,91000,723,200
35370819,95000,603,190
35370820,96000,528,190
35370821,90000,455,180
35370822,73000,432,190
35370823,92000,455,185
35370824,85000,692,225
35370825,77500,533,205
35370826,93000,698,255
35370827,85000,585,195
35370828,52800,680,285
35370829,53200,749,395
35370830,74500,552,210
35370831,71500,1007,355
35370832,92000,494,120
35370833,96000,308,80
35370834,111000,755,250
35370835,106000,985,275
35370836,83000,771,170
35370837,110000,3158,1105
35370838,99000,696,275
35370839,,230,125
35370840,99000,1270,550
35370841,77000,718,315
35370842,105000,575,210
35370843,121000,573,195
35370844,123000,554,205
35370845,125000,690,210
35370846,147000,462,145
35370847,126000,486,165
35370848,95000,425,180
35370849,99000,495,190
35370851,104000,2190,655
35370852,123000,565,170
35370853,73000,600,255
35370854,51200,704,385
35370855,84000,644,225
35370856,94000,550,180
35370857,83000,524,190
35370858,92000,694,235
35370859,23200,499,400
35370860,99000,448,190
35370861,86000,464,170
35370862,82000,439,180
35370863,65000,672,305
35370864,89000,413,170
35370865,99000,695,260
35370868,160000,1347,475
35370869,130000,1848,590
35370870,77500,526,260
35370871,142000,1333,440
35370872,106000,263,90
35370873,113000,496,185
35370874,104000,433,155
35370875,127000,574,200
35370876,110000,258,90
35370877,82000,429,225
35370878,54000,364,255
35370879,141000,756,225
35370880,124000,1894,625
35370881,107000,1202,510
35370882,112000,2565,840
35370883,101000,1895,610
35370884,88000,1055,380
35370885,90000,706,205
35370886,123000,1875,480
35370887,113000,1010,245
35370888,101000,1422,355
35370889,75500,1088,360
35370890,91000,7492,3025
35370892,123000,2447,605
35370893,113000,649,220
35380052,99000,1039,450
35380053,101000,964,350
35380054,69000,686,330
35380056,81000,687,275
35380057,66000,768,365
35380058,109000,263,100
35380060,71000,353,130
35380061,66500,432,150
35380062,79000,391,150
35380063,83000,504,225
35380064,77000,390,175
35380065,59200,410,170
35380066,41600,1198,535
35380067,58000,575,290
35380068,53200,475,175
35380069,59600,408,200
35380070,46400,423,185
35380071,65000,361,175
35380072,73500,447,215
35380073,75500,344,155
35380074,70000,367,160
35380075,64000,416,180
35380076,72500,376,175
35380077,53200,367,190
35380078,56800,433,195
35380079,63200,395,195
35380080,52000,424,195
35380081,59200,403,185
35380082,67500,411,180
35380083,49200,401,210
35380084,51600,512,185
35380085,36800,437,250
35380086,37200,411,310
35380087,52800,588,400
35380088,34800,544,325
35380089,60000,435,210
35380090,50000,462,230
35380091,58400,470,235
35380092,81000,444,185
35380093,49600,476,255
35380094,57200,542,275
35380095,59600,461,230
35380096,42400,596,405
35380097,32800,585,385
35380098,46000,529,300
35380099,49200,394,195
35380100,90000,432,190
35380101,67500,466,225
35380102,78000,399,180
35380103,90000,414,175
35380104,40800,648,375
35380105,66000,381,175
35380106,73500,528,200
35380107,79000,492,195
35380108,52800,508,240
35380109,76500,443,195
35380110,59200,435,205
35380111,48800,664,285
35380112,70500,627,275
35380113,98000,466,190
35380114,113000,416,165
35380115,98000,417,175
35380116,123000,272,105
35380117,115000,559,210
35380118,,354,95
35380119,99000,398,170
35380120,112000,502,200
35380121,107000,402,165
35380122,105000,402,165
35380123,131000,699,195
35380124,105000,344,140
35380125,98000,439,190
35380126,91000,432,185
35380127,97000,589,260
35380128,137000,774,320
35380129,87000,415,210
35380130,83000,417,190
35380131,111000,430,205
35380132,78500,466,235
35380133,122000,483,190
35380134,99000,497,210
35380135,91000,502,220
35380136,93000,451,215
35380137,100000,460,200
35380138,95000,458,205
35380139,88000,462,195
35380140,87000,520,235
35380141,79500,450,210
35380142,85000,483,265
35380143,86000,477,230
35380144,66000,964,620
35380145,168000,385,155
35380146,105000,420,180
35380147,127000,498,180
35380148,148000,594,215
35380149,166000,417,145
35380150,117000,275,110
35380151,151000,1375,460
35380152,152000,2778,910
35380153,50800,439,235
35380154,51200,449,170
35380155,139000,672,240
35380156,111000,343,125
35380157,94000,528,200
35380158,110000,478,180
35380159,72500,590,235
35380160,69000,475,215
35380161,63200,429,215
35380162,82000,461,200
35380163,68000,552,260
35380164,80000,442,210
35380165,81000,516,235
35380166,56800,570,290
35380167,59200,423,205
35380168,67500,530,245
35380169,46800,486,215
35380170,74500,315,145
35380172,141000,514,205
35380173,144000,578,220
35380174,147000,655,285
35380175,144000,513,200
35380176,133000,302,115
35380177,135000,372,135
35380178,148000,474,170
35380179,143000,313,115
35380180,121000,579,250
35380181,78000,310,165
35380182,115000,1123,475
35380183,162000,813,260
35380184,124000,563,230
35380194,58800,915,625
35380195,51200,511,275
35380196,48800,431,300
35380197,,15,
35380198,50400,648,265
35380199,,0,
35380200,,0,
35380202,,125,60
35380242,78000,716,295
35380243,78000,623,330
35380244,93000,485,250
35380245,83000,1062,515
35380247,89000,625,265
35380248,78000,501,215
35380249,72000,468,200
35380250,50000,499,200
35380251,92000,367,125
35380252,82000,353,135
35380253,74000,507,205
35380254,99000,378,140
35380255,95000,418,145
35380256,86000,461,175
35380257,114000,407,140
35380258,71500,460,185
35380259,66500,461,210
35380260,84000,530,215
35380261,99000,526,155
35380262,98000,413,140
35380263,100000,353,120
35380264,76500,386,155
35380265,73000,453,185
35380266,72500,395,170
35380267,77500,359,150
35380268,109000,365,145
35380269,91000,647,265
35380270,104000,323,130
35380271,108000,410,160
35380272,75000,421,145
35380273,109000,799,310
35380274,87000,562,205
35380275,54400,524,255
35380276,76500,417,185
35380277,78000,436,180
35380278,101000,489,195
35380279,74500,556,270
35380280,111000,1031,345
35380281,108000,431,145
35380282,59200,445,210
35380283,97000,754,305
35380284,112000,423,150
35380285,91000,826,325
35380286,89000,721,290
35380287,71500,463,205
35380288,113000,622,205
35380289,111000,434,160
35380290,99000,370,140
35380291,96000,396,150
35380292,106000,419,155
35380293,112000,548,195
35380294,118000,491,175
35380295,124000,888,355
35380296,127000,787,300
35380297,121000,594,255
35380298,145000,749,270
35380299,85000,661,300
35380300,76000,405,175
35380301,60800,533,245
35380302,73500,481,210
35380303,73000,579,260
35380304,86000,493,210
35380305,83000,495,205
35380306,75500,620,275
35380307,53200,1233,510
35380310,111000,438,175
35380311,69000,957,550
35380312,53600,506,285
35380313,121000,991,405
35380314,109000,597,260
35380315,101000,392,165
35380316,103000,392,150
35380317,107000,452,165
35380318,84000,450,185
35380319,81000,447,170
35380320,94000,401,160
35380321,89000,402,160
35380322,120000,436,170
35380323,93000,448,170
35380324,104000,489,215
35380325,78000,512,230
35380326,90000,459,195
35380327,89000,568,275
35380328,83000,503,225
35380333,82000,394,155
35380334,85000,367,140
35380335,89000,359,125
35380336,82000,441,185
35380337,77000,407,160
35380338,101000,428,175
35380339,104000,622,280
35380340,98000,451,180
35380341,145000,1639,595
35380342,119000,508,190
35380343,107000,545,210
35380344,101000,386,145
35380345,87000,521,210
35380346,59600,435,205
35380347,89000,567,240
35380348,69500,478,210
35380349,99000,661,265
35380350,124000,444,160
35380351,81000,616,275
35380352,108000,341,150
35380353,129000,510,205
35380355,79000,445,205
35380356,74000,943,445
35380357,,0,
35380358,110000,731,330
35390010,111000,571,215
35390011,108000,583,235
35390012,113000,633,230
35390013,106000,617,230
35390014,98000,1122,395
35390018,110000,347,125
35390021,136000,351,125
35390023,116000,662,235
35390024,144000,390,130
35390025,118000,554,200
35390026,123000,457,170
35390027,140000,349,115
35390031,144000,612,215
35390032,73000,1505,655
35390033,105000,256,125
35390034,113000,983,385
35390035,57200,432,185
35390036,40000,1130,605
35390037,59600,408,175
35390038,110000,422,175
35390039,140000,399,140
35390040,129000,389,160
35390041,118000,594,205
35390042,112000,622,285
35390043,107000,448,190
35390044,69500,577,305
35390045,69500,333,170
35390046,54400,646,420
35390047,68500,668,325
35390048,64000,617,350
35390049,48400,650,375
35390050,57200,477,250
35390051,69000,496,250
35390052,72500,386,185
35390053,56400,506,285
35390054,60400,431,220
35390055,63200,384,190
35390056,114000,379,125
35390057,52400,335,175
35390058,49600,435,230
35390059,66000,635,280
35390060,56000,422,195
35390061,56000,478,230
35390062,52000,723,400
35390063,71500,646,320
35390064,34000,491,320
35390065,80000,560,260
35390066,79500,401,175
35390067,42000,441,260
35390068,79500,468,185
35390069,82000,447,195
35390070,83000,547,245
35390071,73500,551,230
35390072,74000,845,340
35390073,87000,314,115
35390074,92000,466,175
35390075,94000,330,120
35390076,80000,586,245
35390077,99000,535,200
35390079,101000,261,85
35390087,68000,427,150
35390091,103000,859,300
35390092,60000,494,235
35390093,102000,357,130
35390094,93000,490,200
35390095,63200,848,400
35390096,50000,406,190
35390097,61600,527,260
35390098,88000,399,180
35390099,89000,890,360
35390100,81000,515,195
35390101,84000,419,175
35390102,74000,341,155
35390103,74500,408,205
35390104,61200,580,275
35390105,67000,428,200
35390106,70500,438,205
35390107,60800,421,205
35390108,62400,428,190
35390109,55200,460,190
35390110,60400,489,240
35390111,52000,491,240
35390112,43200,411,235
35390113,56800,386,170
35390114,51600,383,190
35390115,52800,575,255
35390116,48400,546,280
35390117,47200,346,190
35390118,32400,395,235
35390119,44800,376,185
35390120,48400,493,295
35390121,24200,576,415
35390122,54000,470,255
35390123,46000,806,450
35390124,119000,376,145
35390125,105000,549,225
35390126,49600,461,270
35390127,54400,373,255
35390128,59600,1092,670
35390129,48400,554,390
35390130,54000,370,230
35390131,75500,442,230
35390132,76500,343,175
35390133,60000,486,230
35390134,95000,472,220
35390135,88000,402,180
35390136,91000,507,240
35390137,78500,477,240
35390138,86000,348,155
35390139,68500,830,370
35390142,66000,589,235
35390143,81000,397,135
35390144,56800,1501,610
35390145,83000,671,275
35390146,68500,1514,750
35390147,121000,294,90
35390148,90000,704,260
35390149,94000,306,105
35390150,80000,339,130
35390151,57200,818,350
35390152,88000,434,170
35390153,83000,535,200
35390154,69000,630,205
35390155,96000,353,105
35390156,107000,372,105
35390157,81000,1117,390
35390158,95000,343,105
35390162,84000,745,235
35390163,,239,90
35390164,96000,349,115
35390166,78500,855,300
35390167,90000,599,200
35390168,70500,833,280
35390170,,196,75
35390171,93000,263,90
35390172,60800,1045,480
35390173,84000,807,310
35390174,92000,667,255
35390175,77500,1028,370
35390176,79500,929,320
35390177,92000,250,85
35390178,68500,1160,375
35390179,94000,416,150
35390180,110000,706,250
35390181,82000,425,165
35390182,88000,256,100
35390183,80000,653,230
35390185,105000,301,115
35390186,74000,905,350
35390187,99000,599,215
35390188,76000,782,290
35390191,62800,821,270
35390194,59600,564,255
35390197,48400,366,205
35390198,52800,290,145
35390199,58000,337,145
35390200,43200,809,395
35390201,71500,539,265
35390202,63200,594,255
35390203,64500,701,345
35390204,76500,520,275
35390205,78500,434,210
35390206,81000,345,165
35390207,48000,378,215
35390208,59200,557,310
35390212,67000,624,235
35390213,56400,274,135
35390214,58000,710,365
35390215,86000,385,155
35390216,81000,489,190
35390217,70000,550,225
35390218,52800,744,380
35390219,86000,632,235
35390226,95000,545,200
35390227,98000,629,230
35390228,76500,1049,400
35390234,88000,371,160
35390235,81000,494,180
35390236,,238,90
35390237,84000,435,155
35390240,81000,703,285
35390241,102000,449,175
35390242,126000,286,110
35390243,130000,545,220
35390244,73000,516,255
35390245,92000,582,270
35390246,103000,485,215
35390247,99000,583,270
35390248,140000,565,230
35390249,107000,1123,420
35390250,84000,439,185
35390256,105000,584,205
35390257,77000,971,370
35390258,86000,293,95
35390259,101000,568,190
35390260,87000,289,115
35390261,106000,462,165
35390262,60400,652,235
35390263,128000,341,115
35390264,136000,679,225
35390265,,244,80
35390266,87000,429,200
35390267,82000,637,265
